MegaeraField,ID,ID,ID,,,,Line
Integrated,MegaeraField_,0522,MegaeraField_0522,,,,Don't be absurd.
Integrated,MegaeraField_,0523,MegaeraField_0523,,,,Not a chance.
Integrated,MegaeraField_,0524,MegaeraField_0524,,,,Really?
Integrated,MegaeraField_,0525,MegaeraField_0525,,,,"Come off it, Zag."
Integrated,MegaeraField_,0557,MegaeraField_0557,,,,"Thanatos, here?!"
Integrated,MegaeraField_,0558,MegaeraField_0558,,,,"What is this, Than?!"
Integrated,MegaeraField_,0559,MegaeraField_0559,,,,"Get out of here, Than."
Integrated,MegaeraField_,0560,MegaeraField_0560,,,,"This isn't your fight, Than."
Integrated,MegaeraField_,0561,MegaeraField_0561,,,,"Thanatos, again?"
Integrated,MegaeraField_,0562,MegaeraField_0562,,,,Thanatos!
Integrated,MegaeraField_,0563,MegaeraField_0563,,,,Thanatos?!
Integrated,MegaeraField_,0564,MegaeraField_0564,,,,What is the meaning of this?
Integrated,MegaeraField_,0565,MegaeraField_0565,,,,Who is this idiot?
Integrated,MegaeraField_,0566,MegaeraField_0566,,,,I didn't summon you!
Integrated,MegaeraField_,0567,MegaeraField_0567,,,,How did that get in?!
Integrated,MegaeraField_,0568,MegaeraField_0568,,,,"Odd friends you're making, Zagreus!"
Integrated,MegaeraField_,0569,MegaeraField_0569,,,,It's that damn skeleton!
Integrated,MegaeraField_,0570,MegaeraField_0570,,,,"The skeleton, again?"
Integrated,MegaeraField_,0571,MegaeraField_0571,,,,Sisyphus!!
Integrated,MegaeraField_,0572,MegaeraField_0572,,,,Sisyphus?!
Integrated,MegaeraField_,0573,MegaeraField_0573,,,,"How dare you, Sisyphus?!"
Integrated,MegaeraField_,0574,MegaeraField_0574,,,,"It can't be, Sisyphus?!"
Integrated,MegaeraField_,0575,MegaeraField_0575,,,,"Damn you, Sisyphus!"
Integrated,MegaeraField_,0576,MegaeraField_0576,,,,You blasted wretch!!
Integrated,MegaeraField_,0577,MegaeraField_0577,,,,"How could you, Zagreus!!"
Integrated,MegaeraField_,0578,MegaeraField_0578,,,,"You're going to be sorry, Sisyphus!"
Integrated,MegaeraField_,0579,MegaeraField_0579,,,,"What is this, Zagreus?"
Integrated,MegaeraField_,0580,MegaeraField_0580,,,,Fight me yourself!
Integrated,MegaeraField_,0581,MegaeraField_0581,,,,Can't handle me yourself?
Integrated,MegaeraField_,0582,MegaeraField_0582,,,,You again?
Integrated,MegaeraField_,0583,MegaeraField_0583,,,,You again!
Integrated,MegaeraField_,0584,MegaeraField_0584,,,,I told you to get out!
Integrated,MegaeraField_,0585,MegaeraField_0585,,,,I said stay out of this!
Integrated,MegaeraField_,0586,MegaeraField_0586,,,,Get out of here!!
Integrated,MegaeraField_,0587,MegaeraField_0587,,,,Don't interfere with this!
Integrated,MegaeraField_,0588,MegaeraField_0588,,,,You are not authorized to be here!
Integrated,MegaeraField_,0589,MegaeraField_0589,,,,Don't you have someplace else to be?
Integrated,MegaeraField_,0590,MegaeraField_0590,,,,Do something with your hair?
Integrated,MegaeraField_,0591,MegaeraField_0591,,,,You look different somehow.
Integrated,MegaeraField_,0592,MegaeraField_0592,,,,What did you do to me....
Integrated,MegaeraField_,0593,MegaeraField_0593,,,,What in the...
Integrated,MegaeraField_,0594,MegaeraField_0594,,,,Quit messing with my heart...
Integrated,MegaeraField_,0595,MegaeraField_0595,,,,Have you been working out?
Integrated,MegaeraField_,0596,MegaeraField_0596,,,,What is going on...
Integrated,MegaeraField_,0597,MegaeraField_0597,,,,This is embarrassing...
Integrated,MegaeraField_,0598,MegaeraField_0598,,,,Dirty trick...
Integrated,MegaeraField_,0599,MegaeraField_0599,,,,Oh no...
Integrated,MegaeraField_,0600,MegaeraField_0600,,,,Ready?
Integrated,MegaeraField_,0601,MegaeraField_0601,,,,Ready!
Integrated,MegaeraField_,0602,MegaeraField_0602,,,,All right.
Integrated,MegaeraField_,0603,MegaeraField_0603,,,,Now...
Integrated,MegaeraField_,0604,MegaeraField_0604,,,,Zagreus!
Integrated,MegaeraField_,0605,MegaeraField_0605,,,,How about this!
Integrated,MegaeraField_,0606,MegaeraField_0606,,,,Swarm!
Integrated,MegaeraField_,0607,MegaeraField_0607,,,,You!
Integrated,MegaeraField_,0608,MegaeraField_0608,,,,Fine!
Integrated,MegaeraField_,0609,MegaeraField_0609,,,,Run!
Integrated,MegaeraField_,0610,MegaeraField_0610,,,,"Here, Zag!"
Integrated,MegaeraField_,0611,MegaeraField_0611,,,,Start running!
Integrated,MegaeraField_,0612,MegaeraField_0612,,,,All right!
Integrated,MegaeraField_,0613,MegaeraField_0613,,,,You know what's coming!
Integrated,MegaeraField_,0614,MegaeraField_0614,,,,You ready?
Integrated,MegaeraField_,0615,MegaeraField_0615,,,,Watch your step!
Integrated,MegaeraField_,0616,MegaeraField_0616,,,,Better move.
Integrated,MegaeraField_,0617,MegaeraField_0617,,,,Hold it!
Integrated,MegaeraField_,0618,MegaeraField_0618,,,,I'll get you.
Integrated,MegaeraField_,0619,MegaeraField_0619,,,,You like my whip?
Integrated,MegaeraField_,0620,MegaeraField_0620,,,,Don't go anywhere.
Integrated,MegaeraField_,0621,MegaeraField_0621,,,,You stay right there.
Integrated,MegaeraField_,0622,MegaeraField_0622,,,,You can't run away.
Integrated,MegaeraField_,0623,MegaeraField_0623,,,,Stay there.
Integrated,MegaeraField_,0624,MegaeraField_0624,,,,This won't hurt much.
Integrated,MegaeraField_,0625,MegaeraField_0625,,,,This will sting.
Integrated,MegaeraField_,0626,MegaeraField_0626,,,,"Augh, hahaha."
Integrated,MegaeraField_,0627,MegaeraField_0627,,,,Oh-hoh...
Integrated,MegaeraField_,0628,MegaeraField_0628,,,,Not bad.
Integrated,MegaeraField_,0629,MegaeraField_0629,,,,Really.
Integrated,MegaeraField_,0630,MegaeraField_0630,,,,Hmph.
Integrated,MegaeraField_,0631,MegaeraField_0631,,,,That's it.
Integrated,MegaeraField_,0632,MegaeraField_0632,,,,Not yet.
Integrated,MegaeraField_,0633,MegaeraField_0633,,,,"Ungh, heh."
Integrated,MegaeraField_,0634,MegaeraField_0634,,,,"How thoughtful of you, Zag."
Integrated,MegaeraField_,0635,MegaeraField_0635,,,,Am I supposed to be impressed?
Integrated,MegaeraField_,0636,MegaeraField_0636,,,,You can do better than that.
Integrated,MegaeraField_,0637,MegaeraField_0637,,,,That all you've got?
Integrated,MegaeraField_,0638,MegaeraField_0638,,,,What else?
Integrated,MegaeraField_,0639,MegaeraField_0639,,,,That's it?
Integrated,MegaeraField_,0640,MegaeraField_0640,,,,Is that all?
Integrated,MegaeraField_,0641,MegaeraField_0641,,,,My turn.
Integrated,MegaeraField_,0642,MegaeraField_0642,,,,"Wretches of Tartarus, I summon you!"
Integrated,MegaeraField_,0643,MegaeraField_0643,,,,"Hear me, Wretches, and come fight with me!"
Integrated,MegaeraField_,0644,MegaeraField_0644,,,,"Back me up, Wretches of Tartarus, right now!"
Integrated,MegaeraField_,0645,MegaeraField_0645,,,,"All right, you wretched shades, appear!"
Integrated,MegaeraField_,0646,MegaeraField_0646,,,,Hope you don't mind if I invited a few friends?
Integrated,MegaeraField_,0647,MegaeraField_0647,,,,Requesting immediate assistance!
Integrated,MegaeraField_,0648,MegaeraField_0648,,,,"Requesting backup, Tartarus entryway!"
Integrated,MegaeraField_,0649,MegaeraField_0649,,,,Think you can keep this up?
Integrated,MegaeraField_,0650,MegaeraField_0650,,,,I'm not finished with you yet.
Integrated,MegaeraField_,0651,MegaeraField_0651,,,,"You've gotten stronger, Zag."
Integrated,MegaeraField_,0652,MegaeraField_0652,,,,Don't you dare hold back.
Integrated,MegaeraField_,0653,MegaeraField_0653,,,,Now we're getting somewhere.
Integrated,MegaeraField_,0654,MegaeraField_0654,,,,You used to be a total pushover.
Integrated,MegaeraField_,0655,MegaeraField_0655,,,,We aren't finished here.
Integrated,MegaeraField_,0656,MegaeraField_0656,,,,You haven't got me yet.
Integrated,MegaeraField_,0657,MegaeraField_0657,,,,How did you get this tough.
Integrated,MegaeraField_,0658,MegaeraField_0658,,,,"Enough, let's finish this."
Integrated,MegaeraField_,0659,MegaeraField_0659,,,,"You're mine and always will be, Zagreus."
Integrated,MegaeraField_,0660,MegaeraField_0660,,,,"You're mine, Zag. Don't forget it."
Integrated,MegaeraField_,0661,MegaeraField_0661,,,,We'll have to finish this back home.
Integrated,MegaeraField_,0662,MegaeraField_0662,,,,It's all part of the job.
Integrated,MegaeraField_,0663,MegaeraField_0663,,,,What else did you expect?
Integrated,MegaeraField_,0664,MegaeraField_0664,,,,"You could do better than that, Zagreus."
Integrated,MegaeraField_,0665,MegaeraField_0665,,,,"Were you distracted maybe, Zagreus?"
Integrated,MegaeraField_,0666,MegaeraField_0666,,,,"Don't get so careless with me next time, Zag."
Integrated,MegaeraField_,0667,MegaeraField_0667,,,,Thanks for the little workout there.
Integrated,MegaeraField_,0668,MegaeraField_0668,,,,I guess I'll see you back here before long.
Integrated,MegaeraField_,0669,MegaeraField_0669,,,,"We got him, sisters."
Integrated,MegaeraField_,0670,MegaeraField_0670,,,,"Got him, Alecto. Good."
Integrated,MegaeraField_,0671,MegaeraField_0671,,,,"Stand down, Tisiphone. He's done."
Integrated,MegaeraField_,0672,MegaeraField_0672,,,,"He's finished, Tis. Well done."
Integrated,MegaeraField_,0673,MegaeraField_0673,,,,You almost had me there.
Integrated,MegaeraField_,0674,MegaeraField_0674,,,,"Got you again like in the old days, Zag."
Integrated,MegaeraField_,0675,MegaeraField_0675,,,,"Beginning to see a pattern, Zagreus?"
Integrated,MegaeraField_,0676,MegaeraField_0676,,,,"I'll never hold back, for you or anyone."
Integrated,MegaeraField_,0677,MegaeraField_0677,,,,Finally got you for once.
Integrated,MegaeraField_,0678,MegaeraField_0678,,,,You better not have given me this one.
Integrated,MegaeraField_,0679,MegaeraField_0679,,,,Still got it in me after all this time.
Integrated,MegaeraField_,0680,MegaeraField_0680,,,,Nggh... not... bad...
Integrated,MegaeraField_,0681,MegaeraField_0681,,,,"Ungh, heh heh..."
Integrated,MegaeraField_,0682,MegaeraField_0682,,,,"Guh, got... me..."
Integrated,MegaeraField_,0683,MegaeraField_0683,,,,Unghh! That was...
Integrated,MegaeraField_,0684,MegaeraField_0684,,,,Kh!! Keep... go...
Integrated,MegaeraField_,0685,MegaeraField_0685,,,,No! You're... good...
Integrated,MegaeraField_,0686,MegaeraField_0686,,,,Ngh! Every... time...!
Integrated,MegaeraField_,0687,MegaeraField_0687,,,,Mmph! Well... fought...
Integrated,MegaeraField_,0688,MegaeraField_0688,,,,"Ungh, you... can't..."
Integrated,MegaeraField_,0689,MegaeraField_0689,,,,"Augh, can't... be..."
Integrated,MegaeraField_,0690,MegaeraField_0690,,,,"Guh, fine.... then...."
Integrated,MegaeraField_,0691,MegaeraField_0691,,,,Sisters... go...
Integrated,MegaeraField_,0692,MegaeraField_0692,,,,Sorry... sisters...
Integrated,MegaeraField_,0693,MegaeraField_0693,,,,Ughh... Alecto....
Integrated,MegaeraField_,0694,MegaeraField_0694,,,,"Guh... Tis, I...."
Integrated,MegaeraField_,0695,MegaeraField_0695,,,,Don't... like... you...
Integrated,MegaeraField_,0696,MegaeraField_0696,,,,Ngh... not... yet...
Integrated,MegaeraField_,0697,MegaeraField_0697,,,,Fight me yourself!
Integrated,MegaeraField_,0698,MegaeraField_0698,,,,"Need help against me, huh?"
Integrated,MegaeraField_,0699,MegaeraField_0699,,,,Calling in favors again?
Integrated,MegaeraField_,0700,MegaeraField_0700,,,,Calling for help?
Integrated,MegaeraField_,0701,MegaeraField_0701,,,,Nice trick...
Integrated,MegaeraField_,0702,MegaeraField_0702,,,,This again?
Integrated,MegaeraField_,0703,MegaeraField_0703,,,,"Come on, Zag."
Integrated,MegaeraField_,0704,MegaeraField_0704,,,,Not this again.
Integrated,MegaeraField_,0705,MegaeraField_0705,,,,Oh no.
Integrated,MegaeraField_,0706,MegaeraField_0706,,,,You'll need more help than that.
Integrated,MegaeraField_,0707,MegaeraField_0707,,,,
Integrated,MegaeraField_,0708,MegaeraField_0708,,,,
Integrated,MegaeraField_,0709,MegaeraField_0709,,,,
Integrated,MegaeraField_,0710,MegaeraField_0710,,,,
Integrated,MegaeraField_,0711,MegaeraField_0711,,,,
Integrated,MegaeraField_,0712,MegaeraField_0712,,,,
Integrated,MegaeraField_,0713,MegaeraField_0713,,,,Dusa?!
Integrated,MegaeraField_,0714,MegaeraField_0714,,,,Dusa!
Integrated,MegaeraField_,0715,MegaeraField_0715,,,,"Dusa, here?"
Integrated,MegaeraField_,0716,MegaeraField_0716,,,,"Dusa, how?"
Integrated,MegaeraField_,0717,MegaeraField_0717,,,,"What are you doing, Dusa?!"
Integrated,MegaeraField_,0718,MegaeraField_0718,,,,Achilles?!
Integrated,MegaeraField_,0719,MegaeraField_0719,,,,Achilles!
Integrated,MegaeraField_,0720,MegaeraField_0720,,,,"Achilles, here?"
Integrated,MegaeraField_,0721,MegaeraField_0721,,,,"Achilles, what?"
Integrated,MegaeraField_,0736,MegaeraField_0736,,,,Charon!
Integrated,MegaeraField_,0737,MegaeraField_0737,,,,"Hail, Charon!"
Integrated,MegaeraField_,0738,MegaeraField_0738,,,,Making me fight Charon?
Integrated,MegaeraField_,0739,MegaeraField_0739,,,,"Here, Charon!"
Integrated,MegaeraField_,0740,MegaeraField_0740,,,,"Get back to your post, Shade!"
Integrated,MegaeraField_,0741,MegaeraField_0741,,,,"You shouldn't be here, Shade!"
Integrated,MegaeraField_,0758,MegaeraField_0758,,,,For you!
Integrated,MegaeraField_,0759,MegaeraField_0759,,,,Zagreus!
Integrated,MegaeraField_,0760,MegaeraField_0760,,,,Here!
Integrated,MegaeraField_,0761,MegaeraField_0761,,,,All right!
Integrated,MegaeraField_,0762,MegaeraField_0762,,,,That does it.
Integrated,MegaeraField_,0763,MegaeraField_0763,,,,"Run, Zag."
Integrated,MegaeraField_,0764,MegaeraField_0764,,,,All right.
Integrated,MegaeraField_,0765,MegaeraField_0765,,,,Try this.
Integrated,MegaeraField_,0766,MegaeraField_0766,,,,Pin him down!
Integrated,MegaeraField_,0767,MegaeraField_0767,,,,Get him!
Integrated,MegaeraField_,0768,MegaeraField_0768,,,,Mm.
Integrated,MegaeraField_,0769,MegaeraField_0769,,,,Really...
Integrated,MegaeraField_,0770,MegaeraField_0770,,,,Nice shot...
Integrated,MegaeraField_,0771,MegaeraField_0771,,,,Damn...
Integrated,MegaeraField_,0772,MegaeraField_0772,,,,"Oh, come on."
Integrated,MegaeraField_,0773,MegaeraField_0773,,,,"Really, Zag?"
Integrated,MegaeraField_,0774,MegaeraField_0774,,,,Feel that?
Integrated,MegaeraField_,0775,MegaeraField_0775,,,,Like that?
Integrated,MegaeraField_,0776,MegaeraField_0776,,,,Want more?
Integrated,MegaeraField_,0777,MegaeraField_0777,,,,That's it.
Integrated,MegaeraField_,0778,MegaeraField_0778,,,,Hmm.
Integrated,MegaeraField_,0779,MegaeraField_0779,,,,Hah!
Integrated,MegaeraField_,0780,MegaeraField_0780,,,,No.
Integrated,MegaeraField_,0781,MegaeraField_0781,,,,I don't think so.
Integrated,MegaeraField_,0782,MegaeraField_0782,,,,"Requesting backup, now!"
Integrated,MegaeraField_,0783,MegaeraField_0783,,,,"Wretches of Tartarus, come in!"
Integrated,MegaeraField_,0784,MegaeraField_0784,,,,Requesting backup!
Integrated,MegaeraField_,0785,MegaeraField_0785,,,,"Come, Wretches!"
Integrated,MegaeraField_,0786,MegaeraField_0786,,,,"Come, Wretches! On my authority!"
Integrated,MegaeraField_,0787,MegaeraField_0787,,,,"Wretches, now!"
Integrated,MegaeraField_,0788,MegaeraField_0788,,,,"Here, Wretches!"
