ZagreusField,ID,ID,ID,,,,Line,,,Notes by DK
Integrated,ZagreusField_,0771,ZagreusField_0771,,,,Whew.,,,
Integrated,ZagreusField_,0772,ZagreusField_0772,,,,There she is.,,,
Unused,ZagreusField_,0773,ZagreusField_0773,,,,That's her.,,,
Integrated,ZagreusField_,0775,ZagreusField_0775,,,,Thunder. Is that...?,,,
Integrated,ZagreusField_,0777,ZagreusField_0777,,,,Lord Uncle Zeus lending his support... I never thought I'd see the day. Or night. Whenever.,,,
Integrated,ZagreusField_,0778,ZagreusField_0778,,,,Crashing waves... a trident...,,,
Integrated,ZagreusField_,0780,ZagreusField_0780,,,,Looks like I caught a big one! The power of the seas should be of help.,,,
Integrated,ZagreusField_,0781,ZagreusField_0781,,,,"Oh, it's her.",,,
Integrated,ZagreusField_,0783,ZagreusField_0783,,,,"Interested? In the power to break hearts? Sure, I don't see why not.",,,
Unused,ZagreusField_,0784,ZagreusField_0784,,,,"Yes, yes I am. Let's break some hearts.",,,
Integrated,ZagreusField_,0785,ZagreusField_0785,,,,A divine arrow...,,,
Integrated,ZagreusField_,0787,ZagreusField_0787,,,,I sure could use some company now that she mentions it. The power of the hunt sounds handy too!,,,
Integrated,ZagreusField_,0788,ZagreusField_0788,,,,The cries of battle...,,,
Integrated,ZagreusField_,0790,ZagreusField_0790,,,,"With your power, Lord Ares, maybe I'll get out of here yet.",,,
Integrated,ZagreusField_,0791,ZagreusField_0791,,,,That sound...,,,
Integrated,ZagreusField_,0793,ZagreusField_0793,,,,"You know, that sounds fantastic right about now. Pleasure to make your acquaintance, Dionysus mate.",,,
Integrated,ZagreusField_,0794,ZagreusField_0794,,,,Athena's power...,,,
Integrated,ZagreusField_,0795,ZagreusField_0795,,,,The shield of light.,,,
Integrated,ZagreusField_,0796,ZagreusField_0796,,,,The wisdom of Athena.,,,
Integrated,ZagreusField_,0797,ZagreusField_0797,,,,Divine protection.,,,
Integrated,ZagreusField_,0798,ZagreusField_0798,,,,The might of Athena.,,,
Integrated,ZagreusField_,0799,ZagreusField_0799,,,,Strength of the goddess.,,,
Integrated,ZagreusField_,0800,ZagreusField_0800,,,,Lord Zeus' strength.,,,
Integrated,ZagreusField_,0801,ZagreusField_0801,,,,The thunder-god's might.,,,
Integrated,ZagreusField_,0802,ZagreusField_0802,,,,Thunder and lightning.,,,
Integrated,ZagreusField_,0803,ZagreusField_0803,,,,Thunder time.,,,
Integrated,ZagreusField_,0804,ZagreusField_0804,,,,I feel all tingly.,,,
Integrated,ZagreusField_,0805,ZagreusField_0805,,,,Is my hair sticking up?,,,
Integrated,ZagreusField_,0806,ZagreusField_0806,,,,"Let's make some waves, right, Uncle?",,,
Integrated,ZagreusField_,0807,ZagreusField_0807,,,,Let's make some waves.,,,
Integrated,ZagreusField_,0808,ZagreusField_0808,,,,The power of the sea.,,,
Integrated,ZagreusField_,0809,ZagreusField_0809,,,,The ocean's fury.,,,
Integrated,ZagreusField_,0810,ZagreusField_0810,,,,The sea-god's might.,,,
Integrated,ZagreusField_,0811,ZagreusField_0811,,,,It's high tide.,,,
Integrated,ZagreusField_,0812,ZagreusField_0812,,,,Love and loss.,,,
Integrated,ZagreusField_,0813,ZagreusField_0813,,,,Strength and beauty.,,,
Integrated,ZagreusField_,0814,ZagreusField_0814,,,,Heartbreak time.,,,
Integrated,ZagreusField_,0815,ZagreusField_0815,,,,No love without pain.,,,
Integrated,ZagreusField_,0816,ZagreusField_0816,,,,Let's break some hearts.,,,
Integrated,ZagreusField_,0817,ZagreusField_0817,,,,I feel fabulous.,,,
Integrated,ZagreusField_,0818,ZagreusField_0818,,,,The might of the huntress.,,,
Integrated,ZagreusField_,0819,ZagreusField_0819,,,,Time to hunt.,,,
Integrated,ZagreusField_,0820,ZagreusField_0820,,,,My senses sharpen.,,,
Integrated,ZagreusField_,0821,ZagreusField_0821,,,,The dead had better hide.,,,
Integrated,ZagreusField_,0822,ZagreusField_0822,,,,Artemis guide my hand.,,,
Integrated,ZagreusField_,0823,ZagreusField_0823,,,,I'll make every strike count.,,,
Integrated,ZagreusField_,0824,ZagreusField_0824,,,,The war-god's power.,,,
Integrated,ZagreusField_,0825,ZagreusField_0825,,,,The will to fight.,,,
Integrated,ZagreusField_,0826,ZagreusField_0826,,,,I will keep fighting.,,,
Integrated,ZagreusField_,0827,ZagreusField_0827,,,,Violence...,,,
Integrated,ZagreusField_,0828,ZagreusField_0828,,,,It's me or them.,,,
Integrated,ZagreusField_,0829,ZagreusField_0829,,,,This means war.,,,
Integrated,ZagreusField_,0830,ZagreusField_0830,,,,To my health.,,,
Integrated,ZagreusField_,0831,ZagreusField_0831,,,,Let's liven things up.,,,
Integrated,ZagreusField_,0832,ZagreusField_0832,,,,Time to feast.,,,
Integrated,ZagreusField_,0833,ZagreusField_0833,,,,Cheers to that.,,,
Integrated,ZagreusField_,0834,ZagreusField_0834,,,,Strong stuff.,,,
Integrated,ZagreusField_,0835,ZagreusField_0835,,,,How about another?,,,
Integrated,ZagreusField_,0836,ZagreusField_0836,,,,Brimstones.,,,
Integrated,ZagreusField_,0837,ZagreusField_0837,,,,Brimstones!,,,
Integrated,ZagreusField_,0838,ZagreusField_0838,,,,More Brimstones!,,,
Integrated,ZagreusField_,0839,ZagreusField_0839,,,,More Brimstones?,,,
Integrated,ZagreusField_,0840,ZagreusField_0840,,,,Wretches.,,,
Integrated,ZagreusField_,0841,ZagreusField_0841,,,,Wretches!,,,
Integrated,ZagreusField_,0842,ZagreusField_0842,,,,More Wretches!,,,
Integrated,ZagreusField_,0843,ZagreusField_0843,,,,More Wretches?,,,
Integrated,ZagreusField_,0844,ZagreusField_0844,,,,Louts.,,,
Integrated,ZagreusField_,0845,ZagreusField_0845,,,,Louts!,,,
Integrated,ZagreusField_,0846,ZagreusField_0846,,,,More Louts!,,,
Integrated,ZagreusField_,0847,ZagreusField_0847,,,,More Louts?,,,
Integrated,ZagreusField_,0848,ZagreusField_0848,,,,Witches.,,,
Integrated,ZagreusField_,0849,ZagreusField_0849,,,,Witches!,,,
Integrated,ZagreusField_,0850,ZagreusField_0850,,,,More Witches!,,,
Integrated,ZagreusField_,0851,ZagreusField_0851,,,,More Witches?,,,
Integrated,ZagreusField_,0852,ZagreusField_0852,,,,Bloodless.,,,
Integrated,ZagreusField_,0853,ZagreusField_0853,,,,Bloodless!,,,
Integrated,ZagreusField_,0854,ZagreusField_0854,,,,More Bloodless!,,,
Integrated,ZagreusField_,0855,ZagreusField_0855,,,,More Bloodless?,,,
Integrated,ZagreusField_,0856,ZagreusField_0856,,,,Numbskulls.,,,
Integrated,ZagreusField_,0857,ZagreusField_0857,,,,Numbskulls!,,,
Integrated,ZagreusField_,0858,ZagreusField_0858,,,,More Numbskulls!,,,
Integrated,ZagreusField_,0859,ZagreusField_0859,,,,More Numbskulls?,,,
Integrated,ZagreusField_,0860,ZagreusField_0860,,,,Skullomats.,,,
Integrated,ZagreusField_,0861,ZagreusField_0861,,,,Skullomats!,,,
Integrated,ZagreusField_,0862,ZagreusField_0862,,,,More Skullomats!,,,
Integrated,ZagreusField_,0863,ZagreusField_0863,,,,More Skullomats?,,,
Integrated,ZagreusField_,0864,ZagreusField_0864,,,,Pests.,,,
Integrated,ZagreusField_,0865,ZagreusField_0865,,,,Pests!,,,
Integrated,ZagreusField_,0866,ZagreusField_0866,,,,More Pests!,,,
Integrated,ZagreusField_,0867,ZagreusField_0867,,,,More Pests?,,,
Integrated,ZagreusField_,0868,ZagreusField_0868,,,,It's you.,,,
Integrated,ZagreusField_,0869,ZagreusField_0869,,,,"Oh, no.",,,
Integrated,ZagreusField_,0870,ZagreusField_0870,,,,"Well, this is awkward.",,,
Integrated,ZagreusField_,0871,ZagreusField_0871,,,,Should be useful.,,,
Integrated,ZagreusField_,0872,ZagreusField_0872,,,,I'll just take this one.,,,
Integrated,ZagreusField_,0873,ZagreusField_0873,,,,"Coin goes in, that comes out.",,,
Integrated,ZagreusField_,0874,ZagreusField_0874,,,,I'll pay for that.,,,
Integrated,ZagreusField_,0875,ZagreusField_0875,,,,Should help keep me going.,,,
Integrated,ZagreusField_,0876,ZagreusField_0876,,,,Payment in full.,,,
Integrated,ZagreusField_,0877,ZagreusField_0877,,,,I'll take this one.,,,
Integrated,ZagreusField_,0878,ZagreusField_0878,,,,Sold out.,,,
Integrated,ZagreusField_,0879,ZagreusField_0879,,,,Out of stock.,,,
Integrated,ZagreusField_,0880,ZagreusField_0880,,,,They're fresh out.,,,
Integrated,ZagreusField_,0881,ZagreusField_0881,,,,Bought them out.,,,
Integrated,ZagreusField_,0882,ZagreusField_0882,,,,Nothing left.,,,
Integrated,ZagreusField_,0883,ZagreusField_0883,,,,Bought it all up.,,,
Integrated,ZagreusField_,0884,ZagreusField_0884,,,,"Don't mind me, Charon.",,,
Integrated,ZagreusField_,0885,ZagreusField_0885,,,,Just tidying up a bit.,,,
Integrated,ZagreusField_,0886,ZagreusField_0886,,,,Must have slipped.,,,
Integrated,ZagreusField_,0887,ZagreusField_0887,,,,"Well, Father? I'm trespassing through your secret hall, and going up.",,,
Integrated,ZagreusField_,0888,ZagreusField_0888,,,,"Don't mind me, Father.",,,
Integrated,ZagreusField_,0889,ZagreusField_0889,,,,I'll just go on up.,,,
Integrated,ZagreusField_,0890,ZagreusField_0890,,,,Going up.,,,
Integrated,ZagreusField_,0891,ZagreusField_0891,,,,"I'll just be a moment, Father.",,,
Integrated,ZagreusField_,0892,ZagreusField_0892,,,,Let's get out of here.,,,
Integrated,ZagreusField_,0893,ZagreusField_0893,,,,On to the next one.,,,
Integrated,ZagreusField_,0894,ZagreusField_0894,,,,All aboard.,,,
Integrated,ZagreusField_,0895,ZagreusField_0895,,,,Onward.,,,
Integrated,ZagreusField_,0896,ZagreusField_0896,,,,Course is set.,,,
Integrated,ZagreusField_,0897,ZagreusField_0897,,,,Get me out of here.,,,
Integrated,ZagreusField_,0898,ZagreusField_0898,,,,Next island.,,,
Integrated,ZagreusField_,0899,ZagreusField_0899,,,,"Hi, Charon.",,,
Integrated,ZagreusField_,0900,ZagreusField_0900,,,,"Greetings, Charon.",,,
Integrated,ZagreusField_,0901,ZagreusField_0901,,,,It's Charon.,,,
Integrated,ZagreusField_,0902,ZagreusField_0902,,,,Good old Charon.,,,
Integrated,ZagreusField_,0903,ZagreusField_0903,,,,Charon must be nearby.,,,
Integrated,ZagreusField_,0904,ZagreusField_0904,,,,I'm at the docks.,,,
Integrated,ZagreusField_,0905,ZagreusField_0905,,,,Let's see what's up for sale.,,,
Integrated,ZagreusField_,0906,ZagreusField_0906,,,,They got me. No way to patch up. Got to keep going.,,,
Integrated,ZagreusField_,0907,ZagreusField_0907,,,,I'm hurt. Can't heal myself. But I can fight.,,,
Integrated,ZagreusField_,0908,ZagreusField_0908,,,,"Nngh, what I wouldn't give for, say, a healing flask of some sort.",,,
Integrated,ZagreusField_,0909,ZagreusField_0909,,,,Wonder where I can use this.,,,
Integrated,ZagreusField_,0910,ZagreusField_0910,,,,Need more of those keys.,,,
Integrated,ZagreusField_,0911,ZagreusField_0911,,,,This needs more keys to open.,,,
Integrated,ZagreusField_,0912,ZagreusField_0912,,,,Don't have enough keys.,,,
Integrated,ZagreusField_,0913,ZagreusField_0913,,,,That's going to take more keys.,,,
Integrated,ZagreusField_,0914,ZagreusField_0914,,,,Need more keys.,,,
Integrated,ZagreusField_,0915,ZagreusField_0915,,,,One for the stash.,,,
Integrated,ZagreusField_,0916,ZagreusField_0916,,,,That's one more.,,,
Integrated,ZagreusField_,0917,ZagreusField_0917,,,,How many have I got now?,,,
Integrated,ZagreusField_,0918,ZagreusField_0918,,,,Another key.,,,
Integrated,ZagreusField_,0920,ZagreusField_0920,,,,What's my collection doing here?,,,
Integrated,ZagreusField_,0921,ZagreusField_0921,,,,Hey what's that doing here?,,,
Integrated,ZagreusField_,0922,ZagreusField_0922,,,,My keepsakes...,,,
Integrated,ZagreusField_,0923,ZagreusField_0923,,,,Won't bother asking how come all my keepsakes are here.,,,
Integrated,ZagreusField_,0924,ZagreusField_0924,,,,Hey it's my keepsakes.,,,
Integrated,ZagreusField_,0925,ZagreusField_0925,,,,Maybe I should switch things up.,,,
Integrated,ZagreusField_,0926,ZagreusField_0926,,,,Tartarus... I won't be stuck here all my life.,,,
Integrated,ZagreusField_,0927,ZagreusField_0927,,,,Just need to get from here across all that.,,,
Integrated,ZagreusField_,0928,ZagreusField_0928,,,,I've gone farther than I can see from here.,,,
Integrated,ZagreusField_,0929,ZagreusField_0929,,,,The chambers of Tartarus have probably all rearranged themselves by now.,,,
Integrated,ZagreusField_,0930,ZagreusField_0930,,,,I'm going to get through all this.,,,
Integrated,ZagreusField_,0931,ZagreusField_0931,,,,And I can reckon quite a bit.,,,
Integrated,ZagreusField_,0932,ZagreusField_0932,,,,"Way to spoil the surprise, old man.",,,
Integrated,ZagreusField_,0933,ZagreusField_0933,,,,I do enjoy dead people's fineries.,,,
Integrated,ZagreusField_,0934,ZagreusField_0934,,,,"You feeling lucky, too, old man? Then show yourself! No...?",,,
Integrated,ZagreusField_,0935,ZagreusField_0935,,,,"Lots of wretchedness to go around, I guess.",,,
Integrated,ZagreusField_,0936,ZagreusField_0936,,,,I'm only flame-resistant not flame-proof.,,,
Integrated,ZagreusField_,0937,ZagreusField_0937,,,,It wasn't all that hard to find really.,,,
Integrated,ZagreusField_,0938,ZagreusField_0938,,,,I'd best take all the evidence I find.,,,
Integrated,ZagreusField_,0939,ZagreusField_0939,,,,A Centaur Heart...,,,
Integrated,ZagreusField_,0940,ZagreusField_0940,,,,Strength of the Centaurs...,,,
Integrated,ZagreusField_,0941,ZagreusField_0941,,,,That's a lot of coin.,,,
Integrated,ZagreusField_,0942,ZagreusField_0942,,,,Look at all that coin.,,,
Integrated,ZagreusField_,0943,ZagreusField_0943,,,,"Hey, money!",,,
Integrated,ZagreusField_,0944,ZagreusField_0944,,,,Lucky find!,,,
Integrated,ZagreusField_,0945,ZagreusField_0945,,,,"Hello, coin!",,,
Integrated,ZagreusField_,0946,ZagreusField_0946,,,,Lots of coin there.,,,
Integrated,ZagreusField_,0947,ZagreusField_0947,,,,How'd that happen?,,,
Integrated,ZagreusField_,0948,ZagreusField_0948,,,,Fixed that for you.,,,
Integrated,ZagreusField_,0949,ZagreusField_0949,,,,How careless of me.,,,
Integrated,ZagreusField_,0950,ZagreusField_0950,,,,Who keeps fixing that?,,,
Integrated,ZagreusField_,0951,ZagreusField_0951,,,,No you don't.,,,
Integrated,ZagreusField_,0952,ZagreusField_0952,,,,Not. Yet.,,,
Integrated,ZagreusField_,0953,ZagreusField_0953,,,,We're not finished.,,,
Integrated,ZagreusField_,0954,ZagreusField_0954,,,,Never.,,,
Integrated,ZagreusField_,0955,ZagreusField_0955,,,,Hrrrrr!!,,,
Integrated,ZagreusField_,0956,ZagreusField_0956,,,,Not so fast!,,,
Integrated,ZagreusField_,0957,ZagreusField_0957,,,,I don't think so.,,,
Integrated,ZagreusField_,0958,ZagreusField_0958,,,,Damn it.,,,
Integrated,ZagreusField_,0959,ZagreusField_0959,,,,Here we go again.,,,
Integrated,ZagreusField_,0960,ZagreusField_0960,,,,Blood and darkness...,,,
Integrated,ZagreusField_,0961,ZagreusField_0961,,,,What is it now.,,,
Integrated,ZagreusField_,0962,ZagreusField_0962,,,,"Oh, no.",,,
Integrated,ZagreusField_,0963,ZagreusField_0963,,,,"Oh, gods.",,,
Integrated,ZagreusField_,0964,ZagreusField_0964,,,,What...,,,
Integrated,ZagreusField_,0965,ZagreusField_0965,,,,Still alive.,,,
Integrated,ZagreusField_,0966,ZagreusField_0966,,,,Have to keep going.,,,
Integrated,ZagreusField_,0967,ZagreusField_0967,,,,Not dead yet.,,,
Integrated,ZagreusField_,0968,ZagreusField_0968,,,,One more chamber?,,,
Integrated,ZagreusField_,0969,ZagreusField_0969,,,,Not finished yet.,,,
Integrated,ZagreusField_,0970,ZagreusField_0970,,,,I can still fight.,,,
Integrated,ZagreusField_,0971,ZagreusField_0971,,,,Here goes nothing.,,,
Integrated,ZagreusField_,0972,ZagreusField_0972,,,,Got to keep pushing.,,,
Integrated,ZagreusField_,0973,ZagreusField_0973,,,,Can't give up yet.,,,
Integrated,ZagreusField_,0974,ZagreusField_0974,,,,I can do this.,,,
Integrated,ZagreusField_,0975,ZagreusField_0975,,,,Got to focus.,,,
Integrated,ZagreusField_,0976,ZagreusField_0976,,,,That's for last time.,,,
Integrated,ZagreusField_,0977,ZagreusField_0977,,,,That was for last time.,,,
Integrated,ZagreusField_,0978,ZagreusField_0978,,,,I always come back.,,,
Integrated,ZagreusField_,0979,ZagreusField_0979,,,,That's what you get.,,,
Integrated,ZagreusField_,0980,ZagreusField_0980,,,,Payback.,,,
Integrated,ZagreusField_,0981,ZagreusField_0981,,,,Got you back.,,,
Integrated,ZagreusField_,0982,ZagreusField_0982,,,,"You kill me, I kill you.",,,
Integrated,ZagreusField_,0983,ZagreusField_0983,,,,Let's call it even.,,,
Integrated,ZagreusField_,0984,ZagreusField_0984,,,,In the name of Hades!,,,
Integrated,ZagreusField_,0985,ZagreusField_0985,,,,In the name of Hades.,,,
Integrated,ZagreusField_,0986,ZagreusField_0986,,,,In the name of Hades...!,,,
Integrated,ZagreusField_,0987,ZagreusField_0987,,,,Olympus! I accept this message!,,,
Integrated,ZagreusField_,0988,ZagreusField_0988,,,,"Olympus, I accept this message.",,,
Integrated,ZagreusField_,0989,ZagreusField_0989,,,,Olympus? I accept this message...!,,,
Integrated,ZagreusField_,0990,ZagreusField_0990,,,,"Wretches of the damned, beware. I'm coming back.",,,
Integrated,ZagreusField_,0991,ZagreusField_0991,,,,Tartarus... strong enough to seal away the Titans. But not me.,,,
Integrated,ZagreusField_,0992,ZagreusField_0992,,,,Fine day or whenever to get me out of here.,,,
Integrated,ZagreusField_,0993,ZagreusField_0993,,,,I won't back down. Not now or ever.,,,
Integrated,ZagreusField_,0994,ZagreusField_0994,,,,"I know you're out there, Mother.",,,
Integrated,ZagreusField_,0995,ZagreusField_0995,,,,Heads up.,,,
Integrated,ZagreusField_,0996,ZagreusField_0996,,,,That's what you get.,,,
Integrated,ZagreusField_,0997,ZagreusField_0997,,,,You're nothing.,,,
Integrated,ZagreusField_,0998,ZagreusField_0998,,,,Back to dust.,,,
Integrated,ZagreusField_,0999,ZagreusField_0999,,,,Crushed.,,,
Integrated,ZagreusField_,1000,ZagreusField_1000,,,,Out.,,,
Integrated,ZagreusField_,1001,ZagreusField_1001,,,,Back.,,,
Integrated,ZagreusField_,1002,ZagreusField_1002,,,,Burn.,,,
Integrated,ZagreusField_,1003,ZagreusField_1003,,,,Hah.,,,
Integrated,ZagreusField_,1004,ZagreusField_1004,,,,Heh!,,,
Integrated,ZagreusField_,1005,ZagreusField_1005,,,,Hmph.,,,
Integrated,ZagreusField_,1006,ZagreusField_1006,,,,He-heh.,,,
Integrated,ZagreusField_,1007,ZagreusField_1007,,,,Hm-hm.,,,
Integrated,ZagreusField_,1008,ZagreusField_1008,,,,No you don't.,,,
Integrated,ZagreusField_,1009,ZagreusField_1009,,,,No.,,,
Integrated,ZagreusField_,1010,ZagreusField_1010,,,,Really?,,,
Integrated,ZagreusField_,1011,ZagreusField_1011,,,,Rot.,,,
Integrated,ZagreusField_,1012,ZagreusField_1012,,,,Give it up.,,,
Integrated,ZagreusField_,1013,ZagreusField_1013,,,,I think not.,,,
Integrated,ZagreusField_,1014,ZagreusField_1014,,,,Vermin.,,,
Integrated,ZagreusField_,1015,ZagreusField_1015,,,,Just in time.,,,
Integrated,ZagreusField_,1016,ZagreusField_1016,,,,Welcome.,,,
Integrated,ZagreusField_,1017,ZagreusField_1017,,,,"Come, wretches.",,,
Integrated,ZagreusField_,1018,ZagreusField_1018,,,,Come die again.,,,
Integrated,ZagreusField_,1019,ZagreusField_1019,,,,Think you can stop me?,,,
Integrated,ZagreusField_,1020,ZagreusField_1020,,,,Right on cue.,,,
Integrated,ZagreusField_,1021,ZagreusField_1021,,,,You want a go?,,,
Integrated,ZagreusField_,1022,ZagreusField_1022,,,,This won't end well for you.,,,
Integrated,ZagreusField_,1023,ZagreusField_1023,,,,Do your worst.,,,
Integrated,ZagreusField_,1024,ZagreusField_1024,,,,Who dies next?,,,
Integrated,ZagreusField_,1025,ZagreusField_1025,,,,Let's deal some death.,,,
Integrated,ZagreusField_,1026,ZagreusField_1026,,,,More souls for Stygius.,,,
Integrated,ZagreusField_,1027,ZagreusField_1027,,,,Come meet my blade.,,,
Integrated,ZagreusField_,1028,ZagreusField_1028,,,,Come get shot.,,,
Integrated,ZagreusField_,1029,ZagreusField_1029,,,,Coronacht will find you.,,,
Integrated,ZagreusField_,1030,ZagreusField_1030,,,,"Ready, Aegis?",,,
Integrated,ZagreusField_,1031,ZagreusField_1031,,,,A feast for Aegis.,,,
Integrated,ZagreusField_,1032,ZagreusField_1032,,,,Die by Varatha.,,,
Integrated,ZagreusField_,1033,ZagreusField_1033,,,,I'll run you through.,,,
Integrated,ZagreusField_,1034,ZagreusField_1034,,,,May I help you?,,,
Integrated,ZagreusField_,1035,ZagreusField_1035,,,,Ambrosia.,,,
Integrated,ZagreusField_,1036,ZagreusField_1036,,,,Someone's going to enjoy this.,,,
Integrated,ZagreusField_,1037,ZagreusField_1037,,,,Someone'll like this.,,,
Integrated,ZagreusField_,1038,ZagreusField_1038,,,,Good stuff.,,,
Integrated,ZagreusField_,1039,ZagreusField_1039,,,,The good stuff.,,,
Integrated,ZagreusField_,1040,ZagreusField_1040,,,,Fit for a god.,,,
Integrated,ZagreusField_,1041,ZagreusField_1041,,,,Darkness.,,,
Integrated,ZagreusField_,1042,ZagreusField_1042,,,,Hmm.,,,
Integrated,ZagreusField_,1043,ZagreusField_1043,,,,For the Mirror.,,,
Integrated,ZagreusField_,1044,ZagreusField_1044,,,,Felt something.,,,
Integrated,ZagreusField_,1045,ZagreusField_1045,,,,Ah.,,,
Integrated,ZagreusField_,1046,ZagreusField_1046,,,,For safekeeping.,,,
Integrated,ZagreusField_,1047,ZagreusField_1047,,,,By my birthright.,,,
Integrated,ZagreusField_,1048,ZagreusField_1048,,,,On my authority.,,,
Integrated,ZagreusField_,1049,ZagreusField_1049,,,,Get out.,,,
Integrated,ZagreusField_,1050,ZagreusField_1050,,,,Out!,,,
Integrated,ZagreusField_,1051,ZagreusField_1051,,,,Go sulk someplace else.,,,
Integrated,ZagreusField_,1052,ZagreusField_1052,,,,Get out of here.,,,
Integrated,ZagreusField_,1053,ZagreusField_1053,,,,Disappear.,,,
Integrated,ZagreusField_,1054,ZagreusField_1054,,,,Shoo.,,,
Integrated,ZagreusField_,1055,ZagreusField_1055,,,,Shoo!,,,
Integrated,ZagreusField_,1056,ZagreusField_1056,,,,Wretches.,,,
Integrated,ZagreusField_,1057,ZagreusField_1057,,,,You're in my way.,,,
Integrated,ZagreusField_,1058,ZagreusField_1058,,,,Are you serious?,,,
Integrated,ZagreusField_,1059,ZagreusField_1059,,,,This can't be happening.,,,
Integrated,ZagreusField_,1060,ZagreusField_1060,,,,Oh great.,,,
Integrated,ZagreusField_,1061,ZagreusField_1061,,,,This is perfect.,,,
Integrated,ZagreusField_,1062,ZagreusField_1062,,,,Wonderful.,,,
Integrated,ZagreusField_,1063,ZagreusField_1063,,,,That's unfortunate.,,,
Integrated,ZagreusField_,1064,ZagreusField_1064,,,,I am not amused.,,,
Integrated,ZagreusField_,1065,ZagreusField_1065,,,,"What, seriously?",,,
Integrated,ZagreusField_,1066,ZagreusField_1066,,,,Oh come on.,,,
Integrated,ZagreusField_,1067,ZagreusField_1067,,,,Ah really?,,,
Integrated,ZagreusField_,1068,ZagreusField_1068,,,,Who or what is that...?,,,
Integrated,ZagreusField_,1070,ZagreusField_1070,,,,I'll have to withstand the whims of Chaos to extract the benefits a few chambers from now.,,,
Integrated,ZagreusField_,1071,ZagreusField_1071,,,,The whims of Master Chaos.,,,
Integrated,ZagreusField_,1072,ZagreusField_1072,,,,Let's see how this goes...,,,
Integrated,ZagreusField_,1073,ZagreusField_1073,,,,The power of Primordial Chaos.,,,
Integrated,ZagreusField_,1074,ZagreusField_1074,,,,Chaotic strength...,,,
Integrated,ZagreusField_,1075,ZagreusField_1075,,,,Chaos flows through me.,,,
Integrated,ZagreusField_,1076,ZagreusField_1076,,,,My Boon from Chaos has transformed.,,,
Integrated,ZagreusField_,1077,ZagreusField_1077,,,,The Boon I got from Chaos has a new effect.,,,
Integrated,ZagreusField_,1078,ZagreusField_1078,,,,My Chaos Boon switched to a new effect.,,,
Integrated,ZagreusField_,1079,ZagreusField_1079,,,,A curse of Chaos has been lifted.,,,
Integrated,ZagreusField_,1080,ZagreusField_1080,,,,A curse of Chaos has expired.,,,
Integrated,ZagreusField_,1081,ZagreusField_1081,,,,My Chaos Boon evolved a new effect.,,,
Integrated,ZagreusField_,1082,ZagreusField_1082,,,,My Boon from Master Chaos has evolved.,,,
Integrated,ZagreusField_,1083,ZagreusField_1083,,,,It's the blood of the Underworld...,,,
Integrated,ZagreusField_,1084,ZagreusField_1084,,,,The Underworld's lifeblood.,,,
Integrated,ZagreusField_,1085,ZagreusField_1085,,,,Infernal essence.,,,
Integrated,ZagreusField_,1086,ZagreusField_1086,,,,I'm Master of this place.,,,
Integrated,ZagreusField_,1087,ZagreusField_1087,,,,My Father's will.,,,
Integrated,ZagreusField_,1088,ZagreusField_1088,,,,Earning my keep.,,,
Integrated,ZagreusField_,1089,ZagreusField_1089,,,,Hot to the touch.,,,
Integrated,ZagreusField_,1090,ZagreusField_1090,,,,In my Father's name.,,,
Integrated,ZagreusField_,1091,ZagreusField_1091,,,,Blood of the Underworld.,,,
Integrated,ZagreusField_,1092,ZagreusField_1092,,,,No effect!,,,
Integrated,ZagreusField_,1093,ZagreusField_1093,,,,Didn't work!,,,
Integrated,ZagreusField_,1094,ZagreusField_1094,,,,Not a scratch!,,,
Integrated,ZagreusField_,1095,ZagreusField_1095,,,,Protected!,,,
Integrated,ZagreusField_,1096,ZagreusField_1096,,,,Don't need that right now.,,,
Integrated,ZagreusField_,1097,ZagreusField_1097,,,,I don't need that.,,,
Integrated,ZagreusField_,1098,ZagreusField_1098,,,,No need for that.,,,
Integrated,ZagreusField_,1099,ZagreusField_1099,,,,Should save my coin for something I need.,,,
Integrated,ZagreusField_,1100,ZagreusField_1100,,,,I'm already full.,,,
Integrated,ZagreusField_,1101,ZagreusField_1101,,,,What now.,,,
Integrated,ZagreusField_,1102,ZagreusField_1102,,,,Let's hear it.,,,
Integrated,ZagreusField_,1103,ZagreusField_1103,,,,What's this.,,,
Integrated,ZagreusField_,1104,ZagreusField_1104,,,,"That you, Father?",,,
Integrated,ZagreusField_,1105,ZagreusField_1105,,,,Greetings Father.,,,
Integrated,ZagreusField_,1106,ZagreusField_1106,,,,You have my attention.,,,
Integrated,ZagreusField_,1107,ZagreusField_1107,,,,What's all this.,,,
Integrated,ZagreusField_,1108,ZagreusField_1108,,,,Let's give it a go.,,,
Integrated,ZagreusField_,1109,ZagreusField_1109,,,,They won't so much as scratch me.,,,
Integrated,ZagreusField_,1110,ZagreusField_1110,,,,"Let's go, you wretches.",,,
Integrated,ZagreusField_,1111,ZagreusField_1111,,,,"Can't touch me, you wretches.",,,
Integrated,ZagreusField_,1112,ZagreusField_1112,,,,I so do like a challenge.,,,
Integrated,ZagreusField_,1113,ZagreusField_1113,,,,Just you try and hit me.,,,
Integrated,ZagreusField_,1114,ZagreusField_1114,,,,Let's see if I've still got it.,,,
Integrated,ZagreusField_,1115,ZagreusField_1115,,,,They won't harm a hair on my head.,,,
Integrated,ZagreusField_,1116,ZagreusField_1116,,,,Think you can hit me?,,,
Integrated,ZagreusField_,1117,ZagreusField_1117,,,,"Ah, they got me!",,,
